sofifa_id,long_name,age,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,preferred_foot,skill_moves,work_rate,body_type,player_tags,team_position
201966,Alexander  Toft Søderlund,26,187,86,Norway,Rosenborg BK,70,72,0,0,Right,2,Medium/High,Normal,,ST
202054,Edinaldo Gomes Pereira,25,188,84,Brazil,Getafe CF,70,72,0,0,Right,2,Medium/Medium,Lean,,RCB
207412,Renan Bardini Bressan,25,182,75,Belarus,Rio Ave FC,70,72,0,0,Right,3,Medium/Medium,Normal,,CAM
207997,Raúl Albentosa Redal,25,194,89,Spain,SD Eibar,70,72,0,0,Right,2,Medium/Medium,Normal,"#Aerial Threat, #Strength",RCB
209346,Kirill Panchenko,24,185,80,Russia,PFC CSKA Moscow,70,72,0,0,Right,3,High/Medium,Normal,,SUB
210787,Mauro Dos Santos,24,182,76,Argentina,UD Almería,70,72,0,0,Right,2,Medium/Medium,Normal,,RCB
211327,Mauro Daniel Goicoechea Furia,26,186,84,Uruguay,FC Arouca,70,72,0,0,Right,1,Medium/Medium,Lean,,GK
213846,Cristian Fernando Suarez Figueroa,27,179,75,Chile,Universidad de Chile,70,72,0,0,Right,2,Medium/High,Normal,,LB
214703,Diego Sánchez Carvajal,27,184,86,Chile,Unión Española,70,72,0,0,Right,1,Medium/Medium,Normal,,GK
215064,Julio Furch,24,189,82,Argentina,Belgrano de Córdoba,70,72,0,0,Right,2,Medium/Medium,Normal,#Strength,LS
216666,Alejandro Damián González Hernández,26,184,79,Uruguay,Hellas Verona,70,72,0,0,Right,2,Medium/High,Normal,,RES
138722,Billy Jones,27,180,77,England,Sunderland,70,71,0,0,Right,2,High/Medium,Normal,,SUB
159354,Erwin Hoffer,27,177,72,Austria,Fortuna Düsseldorf,70,71,0,0,Right,3,High/Medium,Normal,,ST
163370,Jordan Remacle,27,175,65,Belgium,Sporting Lokeren,70,71,0,0,Right,3,High/Medium,Normal,,LM
163396,James Vaughan,25,181,80,England,Huddersfield Town,70,71,0,0,Right,3,High/Medium,Normal,,SUB
169940,Rui Pedro Couto Ramalho,25,180,73,Portugal,Associação Académica de Coimbra,70,71,0,0,Right,2,Medium/Medium,Normal,,CAM
171082,Steve De Ridder,27,177,73,Belgium,FC København,70,71,0,0,Right,3,High/High,Normal,,SUB
171896,Hugo Ayala Castro,27,186,78,Mexico,Tigres U.A.N.L.,70,71,0,0,Right,2,Medium/High,Lean,,RCB
172470,Nicklas Pedersen,26,188,84,Denmark,KAA Gent,70,71,0,0,Right,2,Medium/Low,Lean,,RES
172953,Adrian Mariappa,27,178,81,Jamaica,Crystal Palace,70,71,0,0,Right,2,Medium/Medium,Normal,,RB
184807,Luís Miguel Lopes Mendes,27,170,67,Portugal,Estoril Praia,70,71,0,0,Right,2,High/Medium,Lean,,RB
187110,Miguel Ángel Ponce Briseño,25,175,83,Mexico,Deportivo Toluca,70,71,0,0,Left,2,High/Medium,Normal,,LB
188334,Fabrizio Cacciatore,27,182,81,Italy,Sampdoria,70,71,0,0,Right,2,Medium/Medium,Normal,,LB
189221,João Miguel Coimbra Aurélio,25,182,75,Portugal,CD Nacional,70,71,0,0,Right,3,High/Medium,Normal,,CM
190015,Mame Ousmane Cissokho,27,175,68,Senegal,Nîmes Olympique,70,71,0,0,Left,3,High/Medium,Normal,,LW
195838,Rafael Schuler Crivellaro,25,183,80,Brazil,Vitória Guimarães,70,71,0,0,Left,3,Medium/Medium,Normal,,SUB
199575,Jordi Masip López,25,180,72,Spain,FC Barcelona,70,71,0,0,Right,1,Medium/Medium,Lean,,RES
200644,Denys Oliynyk,27,178,72,Ukraine,Vitesse,70,71,0,0,Right,3,High/Medium,Normal,,SUB
202069,José Luis Fernández,26,169,67,Argentina,Godoy Cruz,70,71,0,0,Left,3,Medium/Low,Normal,,LCM
203872,Gabriel Agustín Hauche,27,168,74,Argentina,Racing Club,70,71,0,0,Right,3,High/Low,Normal,#Speedster,RS
209104,Orlando Martenosa,27,164,60,Paraguay,Paraguay,70,71,0,0,Right,4,Medium/Low,Lean,,
209608,Hernán Darío Burbano,26,171,68,Colombia,Tigres U.A.N.L.,70,71,0,0,Right,4,High/Low,Lean,,SUB
209643,Milan Vilotić,27,190,84,Serbia,BSC Young Boys,70,71,0,0,Right,2,Medium/Medium,Lean,,SUB
214965,Claudio Riaño,25,179,80,Argentina,Independiente,70,71,0,0,Right,3,Medium/Medium,Normal,,LS
217698,Essaïd Belkalem,25,190,88,Algeria,Trabzonspor,70,71,0,0,Right,2,Medium/High,Stocky,#Strength,RCB
768,Felipe Dias da Silva dal Belo,29,178,78,Brazil,Parma,70,70,0,0,Left,2,Medium/Medium,Lean,,LCB
3246,Diogo Jorge Moreno Valente,29,178,75,Portugal,Gil Vicente FC,70,70,0,0,Left,3,Medium/Medium,Normal,,LW
3395,Shaun Wright-Phillips,32,166,64,England,Queens Park Rangers,70,70,0,0,Right,3,High/Low,Lean,#Acrobat,SUB
3467,Yuri de Souza Fonseca,31,186,78,Brazil,SD Ponferradina,70,70,0,0,Right,4,Medium/Medium,Normal,,CAM
4985,Jérôme Leroy,39,185,75,France,Le Havre AC,70,70,0,0,Right,3,Medium/Medium,Lean,,CAM
9833,Diederik Boer,33,194,84,Netherlands,Ajax,70,70,0,0,Right,1,Medium/Medium,Stocky,,SUB
10466,Stefan Daisuke Ishizaki,32,180,76,Sweden,LA Galaxy,70,70,0,0,Right,3,High/Medium,Normal,,RM
11346,Emmerson Orlando Boyce,34,184,71,Barbados,Wigan Athletic,70,70,0,0,Right,2,Medium/Medium,Normal,,RCB
13124,Bruno Amaro de Sousa Barros,31,181,77,Portugal,FC Arouca,70,70,0,0,Right,2,Medium/Medium,Normal,,LCM
13914,Paul Robinson,34,193,90,England,Blackburn Rovers,70,70,0,0,Right,1,Medium/Medium,Normal,,GK
19874,Dean Whitehead,32,183,76,England,Middlesbrough,70,70,0,0,Right,3,Medium/Medium,Normal,,SUB
20096,Anders Svensson,37,178,80,Sweden,IF Elfsborg,70,70,0,0,Right,3,Low/Medium,Stocky,,CM
20199,Paulo César da Silva Peixoto,34,184,82,Portugal,Gil Vicente FC,70,70,0,0,Left,3,Low/Medium,Normal,,CM
28050,Jelle ten Rouwelaar,33,186,85,Netherlands,NAC Breda,70,70,0,0,Left,1,Medium/Medium,Normal,,GK
45098,Gary Caldwell,32,180,74,Scotland,Wigan Athletic,70,70,0,0,Right,2,Medium/Medium,Stocky,,SUB
45129,Daniele Cacia,30,181,74,Italy,Bologna,70,70,0,0,Right,2,Medium/Medium,Normal,,ST
45605,Matteo Brighi,33,178,77,Italy,Sassuolo,70,70,0,0,Right,2,Medium/High,Normal,,SUB
45721,Thorben Marx,33,184,83,Germany,Borussia Mönchengladbach,70,70,0,0,Right,2,Medium/High,Normal,,RES
46826,Hanno Balitsch,33,182,74,Germany,FSV Frankfurt,70,70,0,0,Right,2,Medium/High,Normal,,LCB
49161,Olivier Deschacht,33,186,75,Belgium,RSC Anderlecht,70,70,0,0,Left,2,Medium/High,Normal,,LB
50531,Øyvind Storflor,34,181,75,Norway,Strømsgodset IF,70,70,0,0,Right,3,Medium/Medium,Normal,,RM
51720,Francesco Tavano,35,170,71,Italy,Empoli,70,70,0,0,Right,3,Medium/Low,Normal,,LS
51813,Mark Bresciano,34,176,76,Australia,Australia,70,70,0,0,Right,3,Medium/Medium,Normal,,
52340,Mijat Marić,30,188,86,Switzerland,Sporting Lokeren,70,70,0,0,Left,2,Low/Medium,Normal,,RCB
53074,Steffen Hofmann,33,173,72,Germany,SK Rapid Wien,70,70,0,0,Right,3,Medium/Medium,Normal,,CM
53110,Craig  Gordon,31,193,83,Scotland,Celtic,70,70,0,0,Left,1,Medium/Medium,Lean,,GK
53384,Andy Reid,31,171,75,Republic of Ireland,Nottingham Forest,70,70,0,0,Left,3,High/Medium,Normal,,SUB
53412,Anton  Ferdinand,29,183,71,England,Reading,70,70,0,0,Right,2,Low/Medium,Normal,,SUB
53827,Matthew  Taylor,32,178,73,England,Burnley,70,70,0,0,Left,3,Medium/Medium,Lean,,SUB
54018,Peter Niemeyer,30,191,83,Germany,Hertha BSC,70,70,0,0,Right,2,Low/High,Lean,,SUB
100803,Karl Henry,31,185,80,England,Queens Park Rangers,70,70,0,0,Right,3,Low/High,Lean,,SUB
102064,Claudio Terzi,30,180,69,Italy,Palermo,70,70,0,0,Right,2,Medium/Medium,Normal,,CB
104389,Rune  Almenning Jarstein,29,190,82,Norway,Hertha BSC,70,70,0,0,Right,1,Medium/Medium,Normal,,SUB
111038,Alejandro Castro Fernández,35,175,68,Spain,Girona FC,70,70,0,0,Right,3,Medium/Low,Normal,,RCM
112352,Rémi Gomis,30,180,74,Senegal,FC Nantes,70,70,0,0,Right,2,Medium/High,Lean,,SUB
114126,Christian Wetklo,34,190,92,Germany,FC Schalke 04,70,70,0,0,Right,1,Medium/Medium,Stocky,,SUB
116368,Youssouf Hadji,34,183,78,Morocco,AS Nancy Lorraine,70,70,0,0,Right,3,Medium/Medium,Lean,,LS
116391,Fabrice Abriel,34,176,67,France,Valenciennes FC,70,70,0,0,Right,3,Medium/Medium,Lean,,CAM
116677,Cédric Kanté,34,181,80,Mali,AC Ajaccio,70,70,0,0,Left,2,Low/Medium,Normal,,LCB
118794,Andrew Lonergan,30,192,87,England,Bolton Wanderers,70,70,0,0,Left,1,Medium/Medium,Normal,,GK
120309,Boubacar Copa Barry,34,180,72,Ivory Coast,Sporting Lokeren,70,70,0,0,Right,1,Medium/Medium,Lean,,SUB
122574,Steven Whittaker,30,185,87,Scotland,Norwich City,70,70,0,0,Right,2,High/Medium,Normal,,RB
122792,Benjamin De Ceulaer,30,174,74,Belgium,KRC Genk,70,70,0,0,Right,4,High/Medium,Normal,,SUB
123610,Giandomenico Mesto,32,180,73,Italy,Napoli,70,70,0,0,Right,3,Medium/Medium,Normal,,SUB
123629,Mario Alberto Santana,32,177,71,Argentina,Genoa,70,70,0,0,Right,4,Medium/Low,Normal,,SUB
124631,Hasan Salih Kabze,32,185,75,Turkey,Atiker Konyaspor,70,70,0,0,Right,3,High/Low,Normal,,SUB
125281,Yiğit İncedemir,29,187,80,Turkey,Kardemir Karabükspor,70,70,0,0,Right,2,Medium/Medium,Normal,,SUB
131444,Rasmus Würtz,30,179,72,Denmark,Aalborg BK,70,70,0,0,Right,2,Medium/High,Normal,,LCM
135190,Michael Liendl,28,175,74,Austria,Fortuna Düsseldorf,70,70,0,0,Left,3,Medium/Medium,Normal,,RM
135423,Cícero João de Cézare,34,171,68,Brazil,Sivasspor,70,70,0,0,Right,3,Medium/Low,Lean,,RB
136306,김진규 金金圭,29,183,80,Korea Republic,FC Seoul,70,70,0,0,Right,2,Medium/Medium,Normal,,RCB
136875,Bogdan Ionuț Lobonț,36,185,78,Romania,Roma,70,70,0,0,Right,1,Medium/Medium,Lean,,SUB
137427,Luca Antonini,31,182,72,Italy,Genoa,70,70,0,0,Right,2,Medium/Medium,Lean,,RES
137519,Michele Pazienza,31,175,75,Italy,Bologna,70,70,0,0,Right,2,Medium/High,Lean,,SUB
138080,Pape Malikou Diakhaté,30,181,78,Senegal,Granada CF,70,70,0,0,Right,2,Low/Medium,Normal,,RES
138089,Jesper Jørgensen,30,184,79,Denmark,SV Zulte-Waregem,70,70,0,0,Right,2,Medium/Medium,Normal,,RCM
138436,Jonathan  Walters,30,183,79,Republic of Ireland,Stoke City,70,70,0,0,Right,3,High/High,Stocky,#Engine,SUB
138841,Dorvalino Alves Maciel,37,187,79,Brazil,Associação Académica de Coimbra,70,70,0,0,Left,3,Medium/Medium,Lean,,SUB
138993,Washington Sebastián Abreu Gallo,37,193,85,Uruguay,Rosario Central,70,70,0,0,Left,2,High/Low,Normal,,LS
139064,Leonardo Daniel Ponzio,32,174,70,Argentina,River Plate,70,70,0,0,Right,2,Medium/High,Normal,,SUB
139701,Jos Hooiveld,31,193,83,Netherlands,Norwich City,70,70,0,0,Left,2,Low/Medium,Lean,,LCB
139836,Carl Medjani,29,183,77,Algeria,Trabzonspor,70,70,0,0,Right,2,Medium/Medium,Normal,,LDM
140256,Darío Anastacio Verón Maldonado,34,179,83,Paraguay,U.N.A.M.,70,70,0,0,Right,2,Medium/High,Normal,,LCB
142826,Roberto Antonio Nanni,32,192,83,Argentina,Vélez Sarsfield,70,70,0,0,Left,2,Medium/Medium,Normal,,LS
143044,Giovanni Hernández Soto,38,170,62,Colombia,Uniautónoma FC,70,70,0,0,Right,4,High/Low,Normal,,RAM
143197,Juan Carlos Mariño,33,169,70,Peru,Peru,70,70,0,0,Right,3,Medium/Medium,Normal,,
143644,Selçuk Şahin,33,189,88,Turkey,Fenerbahçe SK,70,70,0,0,Right,2,Medium/Medium,Normal,,SUB
143657,Servet Çetin,33,191,84,Turkey,Mersin İdman Yurdu,70,70,0,0,Right,2,Medium/High,Stocky,#Strength,LCB
144172,Serkan Kırıntılı,29,185,78,Turkey,Çaykur Rizespor,70,70,0,0,Right,1,Medium/Medium,Normal,,GK
146695,Leonardo Neoren Franco,37,188,79,Argentina,San Lorenzo de Almagro,70,70,0,0,Right,1,Medium/Medium,Normal,,SUB
146718,Jonathan Valle Trueba,29,171,70,Spain,CD Lugo,70,70,0,0,Left,3,Medium/Low,Normal,,CAM
146744,Jordi Codina Rodríguez,32,189,81,Spain,Getafe CF,70,70,0,0,Right,1,Medium/Medium,Lean,,SUB
147899,Cosmin Iosif Moți,29,183,74,Romania,Romania,70,70,0,0,Right,2,Low/High,Normal,,
148128,Spartak Gogniev,33,185,75,Russia,FC Ural Yekaterinburg,70,70,0,0,Left,3,Medium/Medium,Normal,,SUB
148194,Roman Berezovskiy,39,188,89,Armenia,Dinamo Moscow,70,70,0,0,Right,1,Medium/Medium,Normal,,GK
148526,Paweł Kieszek,30,187,82,Poland,Estoril Praia,70,70,0,0,Right,1,Medium/Medium,Normal,,SUB
149165,Marco Biagianti,30,181,74,Italy,Livorno,70,70,0,0,Right,2,Medium/High,Lean,,SUB
149185,Francesco Magnanelli,29,182,80,Italy,Sassuolo,70,70,0,0,Right,2,Medium/Medium,Normal,,CDM
149306,Valeri Emilov Bozhinov,28,180,72,Bulgaria,Ternana,70,70,0,0,Left,3,Medium/Medium,Normal,,SUB
149449,Daniele Corvia,29,181,81,Italy,Brescia,70,70,0,0,Right,3,High/Medium,Normal,,RS
149667,Kevin Doyle,30,181,84,Republic of Ireland,Crystal Palace,70,70,0,0,Right,3,High/High,Normal,,SUB
150189,Theofanis Gekas,34,179,76,Greece,Akhisar Belediyespor,70,70,0,0,Right,2,Medium/Medium,Normal,,ST
150477,Romain Jules Salin,29,187,75,France,Clube Sport Marítimo,70,70,0,0,Left,1,Medium/Medium,Normal,,GK
150496,Dominick Kumbela,30,173,70,DR Congo,Kardemir Karabükspor,70,70,0,0,Right,3,High/Medium,Normal,,ST
150810,Sam Ricketts,32,185,77,Wales,Wolverhampton Wanderers,70,70,0,0,Right,2,High/Medium,Normal,,SUB
152356,Koen Persoons,30,180,76,Belgium,Sporting Lokeren,70,70,0,0,Right,2,High/Medium,Normal,,RCM
152469,Kelvin Davis,37,185,82,England,Southampton,70,70,0,0,Right,1,Medium/Medium,Normal,,SUB
152883,Chad Marshall,29,193,82,United States,Seattle Sounders FC,70,70,0,0,Left,2,Low/Medium,Normal,,RCB
152894,Clarence Goodson,32,192,82,United States,San Jose Earthquakes,70,70,0,0,Right,2,Low/High,Lean,,SUB
153163,Hernán Nicolás Encina,31,163,70,Argentina,Rosario Central,70,70,0,0,Right,3,Medium/Medium,Stocky,,RM
153176,Mauro Iván Óbolo,32,185,85,Argentina,Universidad Católica,70,70,0,0,Right,3,Medium/Medium,Lean,,ST
153608,Nikolaos Spyropoulos,30,172,69,Greece,PAOK,70,70,0,0,Left,3,Medium/Medium,Normal,,SUB
155086,Nicky Bailey,30,178,80,England,Millwall,70,70,0,0,Right,3,High/High,Normal,,SUB
155532,Carl Ikeme,28,191,101,Nigeria,Wolverhampton Wanderers,70,70,0,0,Right,1,Medium/Medium,Normal,,GK
155915,Lewis Buxton,30,185,83,England,Sheffield Wednesday,70,70,0,0,Right,2,High/Medium,Lean,,SUB
155961,Eñaut Zubikarai Goñi,30,185,84,Spain,Real Sociedad,70,70,0,0,Right,1,Medium/Medium,Normal,,GK
156120,Luis Gabriel Rey Villamizar,34,183,82,Colombia,Club América,70,70,0,0,Left,3,Medium/Low,Normal,,SUB
156227,Carlos Alberto Alves Garcia,31,176,72,Portugal,FC Sion,70,70,0,0,Right,4,High/Low,Normal,,LM
156368,Mauricio Alejandro Molina Uribe,34,176,66,Colombia,FC Seoul,70,70,0,0,Left,4,Medium/Medium,Normal,,CAM
156683,Samuel Holmén,30,178,68,Sweden,Bursaspor,70,70,0,0,Right,3,Medium/Medium,Normal,,RDM
156814,Édison Vicente Méndez Méndez,35,175,73,Ecuador,Ecuador,70,70,0,0,Right,3,Medium/Medium,Normal,,
157219,Gastón Nicolás Fernández,30,170,71,Argentina,Portland Timbers,70,70,0,0,Right,4,High/Low,Normal,,SUB
157581,Djamel Eddine Mesbah,29,179,74,Algeria,Sampdoria,70,70,0,0,Left,2,High/Medium,Lean,,SUB
157617,Markus Steinhöfer,28,175,69,Germany,TSV 1860 München,70,70,0,0,Right,3,Medium/Medium,Normal,,SUB
157661,Matty Fryatt,28,178,70,England,Nottingham Forest,70,70,0,0,Right,2,High/Medium,Stocky,,SUB
157741,Simone Bentivoglio,29,183,79,Italy,Brescia,70,70,0,0,Right,2,Medium/Medium,Lean,,SUB
158089,Pablo Martín Ledesma,30,178,79,Argentina,Boca Juniors,70,70,0,0,Right,2,Medium/Medium,Normal,,SUB
158221,Juan Manuel Marrero Monzón,31,185,82,Spain,CD Numancia,70,70,0,0,Left,2,High/Medium,Normal,,RCB
158444,Mišo Brečko,30,178,68,Slovenia,1. FC Köln,70,70,0,0,Right,2,Medium/Medium,Normal,,RB
158777,Philipp Tschauner,28,196,93,Germany,FC St. Pauli,70,70,0,0,Right,1,Medium/Medium,Normal,,GK
158800,Willem Janssen,27,186,75,Netherlands,FC Utrecht,70,70,0,0,Right,2,High/High,Normal,#Engine,RCM
158851,Jean André Emanuel Beausejour Coliqueo,30,178,83,Chile,Colo-Colo,70,70,0,0,Left,2,High/Medium,Stocky,,LB
159818,Élton José Xavier  Gomes,27,159,59,Brazil,Al Fateh,70,70,0,0,Left,5,High/Medium,Lean,#Acrobat,LM
161636,Néstor Ezequiel Ortigoza,29,180,78,Paraguay,San Lorenzo de Almagro,70,70,0,0,Right,2,Medium/Medium,Stocky,,LCM
161703,Juan Emmanuel Culio,30,174,71,Argentina,UD Las Palmas,70,70,0,0,Left,2,High/Medium,Normal,,SUB
161969,Nicola Pozzi,28,182,74,Italy,Parma,70,70,0,0,Right,2,Medium/Medium,Normal,,SUB
162145,Tiberio Guarente,28,182,74,Italy,Empoli,70,70,0,0,Left,2,Medium/High,Lean,,SUB
162821,Steve Colpaert,27,177,74,Belgium,SV Zulte-Waregem,70,70,0,0,Right,2,Low/High,Normal,,RES
162891,David Jones,29,183,80,England,Burnley,70,70,0,0,Left,2,Medium/High,Lean,,LCM
162896,Quincy Owusu-Abeyie,28,180,75,Ghana,Boavista FC,70,70,0,0,Right,4,High/Low,Normal,,SUB
162952,Mauricio Ariel Caranta,35,184,82,Argentina,Rosario Central,70,70,0,0,Right,1,Medium/Medium,Normal,,GK
162993,James Perch,28,180,80,England,Wigan Athletic,70,70,0,0,Right,2,Medium/Medium,Normal,,RWB
163027,Danielson Ferreira Trindade,33,189,77,Brazil,Moreirense FC,70,70,0,0,Right,2,Low/Medium,Normal,,LCB
163476,Kelvin Wilson,28,188,78,England,Nottingham Forest,70,70,0,0,Right,2,Medium/Medium,Normal,,SUB
163665,Daniel Congré,29,186,79,France,Montpellier HSC,70,70,0,0,Right,2,Medium/Medium,Normal,,LCB
163897,Marcos Tébar Ramiro,28,185,77,Spain,Brentford,70,70,0,0,Right,2,Medium/Medium,Lean,,SUB
164633,Tim Hoogland,29,183,79,Germany,Fulham,70,70,0,0,Right,2,Medium/Medium,Normal,,RM
165321,Stephen Ward,28,184,83,Republic of Ireland,Burnley,70,70,0,0,Left,3,High/Medium,Normal,,SUB
167452,Oliver Fink,32,187,80,Germany,Fortuna Düsseldorf,70,70,0,0,Right,2,Medium/Medium,Normal,,SUB
167601,Kirill Nababkin,27,184,74,Russia,PFC CSKA Moscow,70,70,0,0,Right,2,Medium/Medium,Normal,,LB
167661,Jesús José David Méndez,29,179,77,Argentina,Independiente,70,70,0,0,Right,3,Medium/High,Normal,,RCM
167925,Joey O'Brien,28,180,70,Republic of Ireland,West Ham United,70,70,0,0,Right,2,Medium/High,Normal,,SUB
167936,Jérémy Sorbon,30,183,79,France,En Avant de Guingamp,70,70,0,0,Right,2,Medium/High,Normal,,LCB
168317,Henok Goitom,29,189,86,Sweden,AIK,70,70,0,0,Right,3,Medium/Medium,Normal,#Strength,RS
168568,Sergio Herrera,33,183,83,Colombia,Deportivo Cali,70,70,0,0,Right,2,Medium/Low,Normal,,LS
168590,Markus Karl,28,191,87,Germany,1. FC Kaiserslautern,70,70,0,0,Right,2,Medium/High,Normal,,LDM
168880,Mohammed Mohammed Noor Adam Al Hawsawi,36,181,76,Saudi Arabia,Al Ittihad,70,70,0,0,Right,4,High/Medium,Lean,,SUB
169387,Emmanuel Cascione,30,187,81,Italy,Cesena,70,70,0,0,Right,2,High/High,Lean,#Engine,CDM
169815,Carlos Ariel Luna,32,179,75,Argentina,Club Atlético Tigre,70,70,0,0,Right,3,Medium/Low,Stocky,,ST
170345,Wilson Tiago Mathías,30,186,80,Brazil,Tiburones Rojos de Veracruz,70,70,0,0,Right,2,Medium/Medium,Lean,,RCM
171019,David Forde,34,188,90,Republic of Ireland,Millwall,70,70,0,0,Right,1,Medium/Medium,Normal,,GK
171975,Gonzalo Rubén Bergessio,29,179,74,Argentina,Sampdoria,70,70,0,0,Right,2,High/High,Normal,,SUB
172100,Gabriel Martín Peñalba,29,191,88,Argentina,Club Atlético Tigre,70,70,0,0,Right,3,Medium/Medium,Normal,#Strength,LDM
172630,Dwight Tiendalli,28,176,73,Netherlands,Swansea City,70,70,0,0,Right,2,Medium/Medium,Normal,,SUB
172937,Glenn Murray,30,185,84,England,Reading,70,70,0,0,Right,2,Medium/Medium,Normal,,ST
173245,Ramón Ignacio Fernández,29,170,66,Argentina,Universidad de Chile,70,70,0,0,Right,3,Medium/Medium,Normal,,RAM
174812,Adama Tamboura,29,176,76,Mali,Randers FC,70,70,0,0,Left,2,Medium/Medium,Stocky,,SUB
175567,Javier Ángel Balboa Osa,29,182,74,Equatorial Guinea,Estoril Praia,70,70,0,0,Right,3,Medium/Low,Lean,,SUB
175675,Stanislav Šesták,31,179,73,Slovakia,VfL Bochum 1848,70,70,0,0,Right,3,Medium/Medium,Normal,,LS
175888,Alan Carlos Gomes da Costa,31,164,65,Brazil,Balıkesirspor,70,70,0,0,Left,5,Medium/Medium,Normal,#Acrobat,CAM
176023,Mariano González Maroto,29,182,73,Spain,Panathinaikos FC,70,70,0,0,Left,3,Medium/Medium,Lean,,LB
176103,Zlatan Ljubijankič,30,184,83,Slovenia,Slovenia,70,70,0,0,Right,3,High/Medium,Normal,,
176380,David Arturo Ferreira Rico,34,166,66,Colombia,Independiente Santa Fe,70,70,0,0,Right,3,High/Low,Normal,,RES
176901,Hugo Patricio Droguett Diocares,31,172,68,Chile,Jeju United FC,70,70,0,0,Left,3,Medium/Medium,Normal,#Acrobat,RM
177126,M'Baye Leye,31,182,75,Senegal,Sporting Lokeren,70,70,0,0,Right,3,Medium/Medium,Lean,,ST
177508,Patric Klandt,30,184,80,Germany,FSV Frankfurt,70,70,0,0,Right,1,Medium/Medium,Normal,,GK
177537,Nicolás Santiago Bertolo,28,179,75,Argentina,Club Atlético Banfield,70,70,0,0,Right,3,Medium/Low,Normal,,LW
177733,Pär Hansson,28,185,86,Sweden,Helsingborgs IF,70,70,0,0,Right,1,Medium/Medium,Normal,,GK
177969,Juan Ignacio González Ibarra,29,184,84,Mexico,Club León,70,70,0,0,Left,2,Medium/High,Normal,#Strength,SUB
178418,Federico Peluso,30,188,77,Italy,Sassuolo,70,70,0,0,Left,2,Medium/Medium,Lean,,LB
178599,Manuel Jesús Arana Rodríguez,29,175,73,Spain,RCD Mallorca,70,70,0,0,Right,3,Medium/Medium,Normal,,SUB
179684,Juan Guillermo Castillo Iriart,36,181,79,Uruguay,Deportivo Pasto,70,70,0,0,Right,1,Medium/Medium,Normal,,GK
180726,Matt McKay,31,171,65,Australia,Brisbane Roar,70,70,0,0,Left,2,High/High,Normal,#Engine,LCM
181349,Alexander Gerndt,27,185,80,Sweden,BSC Young Boys,70,70,0,0,Left,3,High/Medium,Lean,,SUB
182209,Mark Beevers,24,193,80,England,Millwall,70,70,0,0,Left,2,Medium/Medium,Lean,,LCB
183391,Guy-Roland Ndy Assembe,28,184,79,Cameroon,AS Nancy Lorraine,70,70,0,0,Right,1,Medium/Medium,Lean,,SUB
184626,Nicolás Gabriel Sánchez,28,185,81,Argentina,Racing Club,70,70,0,0,Right,2,Medium/High,Normal,,LCB
184664,Aurélien Collin,28,187,76,France,Sporting Kansas City,70,70,0,0,Right,2,Low/Medium,Normal,#Strength,RCB
186634,Nicolás Miroslav Peric Villarreal,34,184,81,Chile,CD Cobresal,70,70,0,0,Right,1,Medium/Medium,Stocky,,GK
186650,Matías Gustavo Alustiza,30,165,68,Argentina,Pachuca,70,70,0,0,Left,3,Medium/Low,Normal,,ST
186890,Tsepo Peter Masilela,29,175,70,South Africa,Kaizer Chiefs,70,70,0,0,Left,3,High/Medium,Lean,,LB
187752,Ricardo Jesús da Silva,29,185,78,Brazil,Querétaro,70,70,0,0,Right,4,Medium/Medium,Stocky,,ST
188033,Essam Kamal Tawfik El Hadary,41,187,85,Egypt,Egypt,70,70,0,0,Right,1,Medium/Medium,Normal,,
188390,Georgios Galitsios,27,183,76,Greece,Sporting Lokeren,70,70,0,0,Right,2,High/High,Normal,,RB
189024,Máximo Orlando Banguera Valdiviezo,28,188,83,Ecuador,Ecuador,70,70,0,0,Right,1,Medium/Medium,Stocky,,
189534,Willie Overtoom,27,170,67,Cameroon,SV Zulte-Waregem,70,70,0,0,Right,3,Medium/Medium,Normal,,SUB
189707,Angelo Esmael da Costa Júnior,30,186,81,Brazil,Sampdoria,70,70,0,0,Right,1,Medium/Medium,Lean,,SUB
191099,El Hadji Makhtar Thioune,29,178,76,Senegal,Viking FK,70,70,0,0,Right,3,High/Medium,Normal,,CAM
192249,Márcio de Souza Gregório Júnior,28,182,72,Brazil,FC Ufa,70,70,0,0,Left,3,High/Medium,Normal,,RM
192369,Hernán Darío Bernardello,27,171,74,Argentina,Cruz Azul,70,70,0,0,Right,3,Medium/Medium,Normal,,LDM
192823,Archimede Morleo,30,172,68,Italy,Bologna,70,70,0,0,Left,2,Medium/High,Normal,,LB
193421,Javier Lara Grande,28,179,79,Spain,SD Eibar,70,70,0,0,Right,2,Medium/Medium,Lean,,LM
193535,Leonardo Sebastián Prediger,27,184,73,Argentina,Estudiantes de La Plata,70,70,0,0,Right,3,Medium/High,Lean,,SUB
196072,Rodrigo Millar,32,180,78,Chile,Club Atlas,70,70,0,0,Right,4,High/Medium,Lean,,SUB
196569,Ladislas Douniama,28,164,63,Congo,En Avant de Guingamp,70,70,0,0,Right,3,Medium/Medium,Stocky,,LS
196896,Elvis Manuel Monteiro Macedo,28,180,74,Cape Verde,Estoril Praia,70,70,0,0,Left,2,High/Medium,Normal,,LCM
198355,Steve Clark,28,187,87,United States,Columbus Crew SC,70,70,0,0,Right,1,Medium/Medium,Normal,,GK
